,DIS,chatgpt_sentiment
2023-02-04 16:25:25,"Disney World unions vote down offer covering 45,000 workers",Neutral
2023-02-04 17:00:00,"Disney, Pepsi, Uber Set to Report During Lackluster Earnings Season",Neutral
2023-02-05 12:41:00,Top 5 things to watch in markets in the week ahead,Neutral
2023-02-05 13:25:50,Did investors learn nothing from last year’s market meltdown?,Negative
2023-02-05 13:34:57,"1 Stock to Buy, 1 Stock to Dump This Week: Pinterest, PayPal",Neutral
2023-02-05 17:47:36,China Balloon Latest and Biden Speech: Sunday Briefing,Neutral
2023-02-05 20:48:01,‘Murphy Brown’ Star Charles Kimbrough Dies At 86,Neutral
2023-02-06 00:27:00,"Dow futures trade lower, earnings in focus",Negative
2023-02-06 07:00:19,"This Week: Disney earnings, unemployment, consumer sentiment",Neutral
2023-02-06 11:00:00,"Showtime Reveals Plan to Expand ‘Billions,’ ‘Dexter’ With ‘Yellowstone’ Model",Neutral
2023-02-06 11:19:38,"Disney+ Pulls ‘Simpsons’ Episode in Hong Kong, FT Reports",Neutral
2023-02-06 11:37:00,"Shakeup at AIG, Ryan Cohen's Nordstrom stake: Hedge funds and C-suites weekly",Neutral
2023-02-06 11:55:00,Futures fall with eyes on earnings,Neutral
2023-02-06 12:00:00,"‘Hogwarts Legacy’ Release Date, Early Access And Pre-Load Times, And Everything You Need To Know",Neutral
2023-02-06 12:55:01,5 things to know before the stock market opens Monday,Neutral
2023-02-06 12:56:31,Disney won’t show ‘Simpsons’ episode in Hong Kong that mentions ‘forced labor’,Negative
2023-02-06 12:57:00,Dow futures fall 200 pts; Dell in focus following report of job cuts,Negative
2023-02-06 13:21:23,"Florida to begin session on Disney district, migrant flights",Neutral
2023-02-06 13:33:00,"Dell rises premarket; Tyson Foods, Nordstrom fall",Neutral
2023-02-06 13:37:00,"Stocks Poised for Losses, Treasury Yields Rise",Negative
2023-02-06 13:51:24,"Dow Jones, Nasdaq, S&P 500 weekly preview: Stocks rally likely over - analysts",Negative
2023-02-06 13:58:53,The bear market could make a comeback,Neutral
2023-02-06 14:30:23,Bursting Of The Balloon,Neutral
2023-02-06 15:00:00,Raphael Saadiq Found the Perfect Sound for Marvel’s New Show,Neutral
2023-02-06 15:25:37,We Need A New World’s Fair To Show Us The Benefits Of An Abundance Agenda,Positive
2023-02-06 15:43:00,U.S. stocks are falling as investors await Fed's Powell,Neutral
2023-02-06 18:38:49,AMC Will Now Charge Different Prices Based On How Well You Can See The Screen,Neutral
2023-02-06 18:57:13,Disney Drops ‘Simpsons’ Episode In Hong Kong Alluding To ‘Forced Labor’ In China,Negative
2023-02-06 20:38:23,Florida's DeSantis to Take Control of Disney’s District Board in New Bill,Neutral
2023-02-06 21:00:00,The 19 Best Shows on Hulu Right Now,Positive
2023-02-06 21:16:27,More than half of all 'Avatar: The Way of Water' tickets have been for 3D showings,Positive
2023-02-06 21:19:00,"Powell speaks, BP reports, Chipotle earnings: 3 things to watch",Neutral
2023-02-06 22:00:00,Florida Lawmakers Move to Take Over Disney’s Special-Tax District,Neutral
2023-02-06 22:56:59,“Black Panther: Wakanda Forever’ Becomes Disney+ Most-Streamed Marvel Movie Premiere,Positive
2023-02-07 00:37:03,Disney (DIS) Sets April Annual Meeting for Showdown With Activist Nelson Peltz,Neutral
2023-02-07 08:44:00,Marvel superheroes return to Chinese cinemas after nearly four years,Neutral
2023-02-07 09:25:45,Disney removes Simpsons 'forced labour' episode in Hong Kong,Neutral
2023-02-07 11:39:00,Klarna jumps back to Y2K with Paris Hilton,Neutral
2023-02-07 12:00:30,"Nelson Peltz, Elliott Management Lead Activist Investor Revival",Neutral
2023-02-07 12:54:00,‘Mr. Market is a drunken psycho.’ Why this hedge-fund manager is shorting some of the market’s biggest stocks.,Negative
2023-02-07 13:00:01,What will TV look like in three years? These industry insiders share their predictions,Neutral
2023-02-07 16:30:17,OnePlus launches Buds Pro 2 with improved sound and noise cancelation at $179,Positive
2023-02-07 17:32:37,TikTok is crushing YouTube in annual study of kids’ and teens’ app usage,Neutral
2023-02-07 18:30:25,Director Rob Marshall Celebrates Oscar-Winning ‘Chicago’ As It Turns 20,Positive
2023-02-07 19:32:56,Disney faces losing control of its kingdom with Florida bill,Negative
2023-02-07 20:06:51,Disney has bigger problems than Ron DeSantis,Neutral
2023-02-07 20:13:48,Disney investors await CEO Iger's revival plan with results on tap,Neutral
2023-02-07 20:20:00,"As D&D and Barbie square off this year, Mattel looks like the winner, analyst says",Positive
2023-02-07 20:29:10,Longtime Snap Exec Ben Schwerin Joins Coatue To Launch Investor’s Los Angeles Office,Neutral
2023-02-07 21:25:00,"Walt Disney, CVS Health, Uber Technologies: 3 things to watch",Neutral
2023-02-08 00:38:35,"Dow futures trade lower, Chipotle dips 4.6% after earnings",Negative
2023-02-08 06:25:12,"‘Hogwarts Legacy’ Release Date, Early Access And Pre-Load Times, And Everything You Need To Know",Neutral
2023-02-08 06:32:00,Marketmind: The Powell Put,Neutral
2023-02-08 06:32:15,Morning Bid: The Powell Put,Neutral
2023-02-08 08:27:33,Disney cuts Simpsons ‘forced labor’ episode in Hong Kong,Negative
2023-02-08 11:30:00,"Disney’s Earnings, Reorganization Represent Early Test for CEO Robert Iger",Neutral
2023-02-08 11:47:00,U.S. stock futures slip as ahead of a busy day for Fed speakers,Neutral
2023-02-08 12:29:00,"Futures edge lower, Microsoft rises on AI push",Positive
2023-02-08 12:49:00,"SOTU, Disney and Uber earnings, U.S. oil stocks fall - what's moving markets",Neutral
2023-02-08 13:22:54,5 things to know before the stock market opens Wednesday,Neutral
2023-02-08 13:51:32,Here’s what keeps Jerome Powell up at night and interest rates high,Negative
2023-02-08 14:58:25,Chipotle Misses On Earnings; Disney Reports Tonight,Neutral
2023-02-08 15:17:00,"World Trade Weakens, but Maersk Will Float On",Neutral
2023-02-08 15:39:08,"Fox projects record Super Bowl ad revenue after World Cup, NFL boosted results",Positive
2023-02-08 15:55:00,U.S. stocks are falling as investors weigh outlook on rates,Neutral
2023-02-08 17:55:01,Disney will report earnings for the first time since Bob Iger's return – what to expect,Neutral
2023-02-08 17:57:59,DeSantis Set To Control Disney World’s Special District Under New Bill—Here’s What It Would Do,Neutral
2023-02-08 18:08:00,‘No one is immune’: activist investors target tech companies after stocks dive,Negative
2023-02-08 18:21:27,Warner Bros. Discovery plans to keep Discovery+ as a stand-alone streaming service in the US,Neutral
2023-02-08 22:05:00,"Disney Q1 results beat estimates as theme parks shine; announces 7,000 job cuts",Positive
2023-02-08 22:05:26,NFL Could UpEnd Diamond Sports Group Chapter 11 Bankruptcy Plans,Neutral
2023-02-08 22:14:00,"Disney to lay off 7,000 workers in major restructuring",Negative
2023-02-08 22:17:52,"Disney cutting 7,000 jobs",Negative
2023-02-08 22:21:00,"Disney stock soars as Iger plans 7,000 job cuts in return to earnings stage",Neutral
2023-02-08 22:27:08,Disney's $300 Million Bet To Tempt Back Cinemagoers,Neutral
2023-02-08 22:28:00,Netflix Rolls Out Password Sharing Crackdown in New Markets,Neutral
2023-02-08 22:36:00,Third Point LLC Has a Stake in Salesforce,Neutral
2023-02-08 22:37:00,GM Looks to Deepen Mining Ties With Stake in Brazil’s Vale,Neutral
2023-02-08 22:40:31,"Disney to cut 7,000 jobs as it slashes costs and reorganizes",Negative
2023-02-08 22:40:42,"Disney to cut 7,000 jobs in Iger’s company ‘transformation’",Negative
2023-02-08 22:55:17,"Disney Will Reinstate Dividends, Cut 7,000 Jobs As Bob Iger’s Hones In On Bottom Line",Neutral
2023-02-08 22:59:24,"Disney+ reports its first subscriber loss of 2.4M subscribers, plans to lay off 7K employees",Negative
2023-02-08 23:00:39,"Netflix Password Crack Down Begins In Canada, New Zealand, Portugal, Spain",Neutral
2023-02-08 23:08:16,"Stocks making the biggest moves after hours: Disney, Mattel, Wynn Resorts, Affirm and more",Neutral
2023-02-08 23:30:13,"Disney Will Reinstate Dividends, Cut 7,000 Jobs As Bob Iger Hones In On Bottom Line",Neutral
2023-02-08 23:35:54,"2023 Layoffs: Disney To Cut 7,000",Negative
2023-02-08 23:42:42,"Tom Gayner's Firm Buys Brookfield Asset Management, Dumps Texas Pacific Land",Neutral
2023-02-08 23:57:29,Bloomberg Evening Briefing: Bad Inflation News From the US Used Car Market,Negative
2023-02-09 00:00:48,"Stock Market Today: Dow, S&P Live Updates for Feb. 9",Neutral
2023-02-09 00:04:00,"Disney to lay off 7,000 workers in major revamp by CEO Iger",Negative
2023-02-09 00:04:27,"Disney to lay off 7,000 workers in major revamp by CEO Iger",Negative
2023-02-09 00:20:21,"Florida GOP advances Disney district, migrant flight bills",Neutral
2023-02-09 00:32:38,Five Things You Need to Know to Start Your Day,Neutral
2023-02-09 00:59:03,"Disney lays off 7,000 as streaming subscribers decline",Negative
2023-02-09 01:02:04,Disney Earnings: Why Disney+ Suffered First-Ever Decline In Subscribers,Negative
2023-02-09 01:22:00,Disney’s Shake-Up Resets the Stage,Neutral
2023-02-09 02:30:00,"Disney Will Layoff 7,000 Employees to Save $5 Billion in Costs",Negative
2023-02-09 03:14:00,"Opinion: Disney’s Iger returns, and gives Wall Street what it wants. Is it enough?",Neutral
2023-02-09 03:22:29,"Disney to cut 7,000 jobs in major shake-up of firm",Negative
2023-02-09 07:11:27,"Asia shares mostly fall, eyeing inflation, earnings, growth",Negative
2023-02-09 08:21:32,"These are the best hotels in the U.S. and Europe, according to a new ranking",Neutral
2023-02-09 08:29:06,Miniso opens its first China flagship,Positive
2023-02-09 11:01:00,"Looking for your roots? Here are 6 steps to help you locate, research and visit the land of your ancestors.",Neutral
2023-02-09 11:25:00,"5 big earnings reports: Disney surging, Credit Suisse in the red",Positive
2023-02-09 12:00:00,How to Effectively Brand Your Business,Neutral
2023-02-09 12:35:01,5 things to know before the stock market opens Thursday,Neutral
2023-02-09 12:38:00,"Wall St set to get a lift from robust earnings, rise in jobless claims",Neutral
2023-02-09 12:50:00,Dow futures rise 220 pts; Disney soars after strong results,Positive
2023-02-09 12:56:00,"Disney delights, consumer earnings, jobless claims - what's moving markets",Neutral
2023-02-09 12:58:00,Believe the hype? Morgan Stanley says AI chatbots will have more staying power than meme and pot stocks,Neutral
2023-02-09 13:20:38,Welcome to the ‘rolling recession’ economy,Neutral
2023-02-09 13:39:47,"Disney cuts 7,000 workers with laser focus on streaming business",Negative
2023-02-09 13:44:00,"Disney, MGM Resorts, Tapestry, Tesla rise premarket; Mattel, Credit Suisse fall",Neutral
2023-02-09 14:00:56,Hogwarts Legacy Release Faces Backlash For J.K. Rowling's Trans Views,Negative
2023-02-09 14:02:49,‘Big Bet’ Actor Son Suk-Ku Discusses Being Shy And Becoming A Star,Neutral
2023-02-09 14:10:44,"Stocks making the biggest premarket moves: Tapestry, Credit Suisse, Disney and more",Neutral
2023-02-09 14:33:28,US Jobless Claims Pick Up for First Time in Six Weeks,Neutral
2023-02-09 14:36:00,"U.S. jobless claims climb 13,000 to 196,000 — but are still near pandemic-era lows",Neutral
2023-02-09 14:41:50,"Applications for jobless aid rise last week, but remain low",Neutral
2023-02-09 14:51:16,Netflix clamps down on password sharing in four more countries,Neutral
2023-02-09 15:11:21,"New “Toy Story,” “Frozen” and “Zootopia” movies on tap",Positive
2023-02-09 15:17:04,"Disney CEO Bob Iger says he prefers to stay only two years, calls streaming 'the future'",Positive
2023-02-09 15:35:42,"Everything is on the table now with Hulu, Disney CEO Iger says",Neutral
2023-02-09 15:45:00,5 Strategies To Lower Risk To Your Business's Reputation,Neutral
2023-02-09 15:47:00,U.S. stocks are rising after strong earnings reports; Disney jumps,Positive
2023-02-09 15:49:06,Activist investor Nelson Peltz declares Disney proxy fight is over after Iger unveils restructuring,Neutral
2023-02-09 16:00:00,Welcome To 2023—A Year In Which Everyone Is Still Worried About Ransomware,Negative
2023-02-09 16:00:48,Trian’s Nelson Peltz Says Proxy Fight With Disney Is Over,Neutral
2023-02-09 16:02:00,Nelson Peltz Says Disney Proxy Fight Is Over,Neutral
2023-02-09 16:13:00,Military Space: There’s More To Resilience Than Building Better Satellites,Neutral
2023-02-09 16:30:00,The Best Is Yet To Come: Transforming Multifamily Properties For An Aging Population,Neutral
2023-02-09 16:36:50,Economic And Corporate Profit Rebound Lifts Markets,Positive
2023-02-09 17:19:23,Bob Iger wins again. Activist shareholder stands down in Disney board battle,Positive
2023-02-09 17:39:04,"Peltz, citing changes at Disney, ends push for seat on board",Neutral
2023-02-09 17:42:34,Third Point becomes latest activist investor to take stake in Salesforce,Neutral
2023-02-09 18:54:51,"Stocks making the biggest moves midday: Sonos, Salesforce, Disney, Credit Suisse and more",Neutral
2023-02-09 19:34:03,Bob Iger Moving Quickly To Get Walt Disney Company Back On The Right Track,Positive
2023-02-09 20:15:09,"Activist Peltz makes nice with Disney, ends board challenge",Positive
2023-02-09 21:10:42,DeSantis nears takeover of Disney government in Florida,Neutral
2023-02-09 22:03:00,Stock market today: Dow slips as  yield curve inversion deepens to rattle stocks,Negative
2023-02-09 22:13:00,"Robert Iger Shakes Up Disney’s Entertainment Operations, Rethinks Hulu Ownership",Neutral
2023-02-09 22:54:20,"2023 Layoffs: Yahoo,Nomad Health And GitHub Reduce Head Counts",Negative
2023-02-10 00:54:22,Jim Cramer says Disney stock has more upside thanks to Bob Iger’s turnaround plan,Positive
2023-02-10 00:57:00,An action-figure hangover is hurting Mattel’s stock and outlook,Negative
2023-02-10 01:19:18,MLB prepared to take over local TV broadcasts from Sinclair,Neutral
2023-02-10 11:56:26,Where Are Yields Headed Next?,Neutral
2023-02-10 12:00:02,Does Disney’s Big Overhaul Make The Stock A Buy?,Neutral
2023-02-10 13:00:01,Disney CEO Bob Iger's potential willingness to sell Hulu is a reversal in strategy,Neutral
2023-02-10 13:33:24,5 things to know before the stock market opens Friday,Neutral
2023-02-10 14:00:00,Making The Most Of Your Relationship With Your Accountant,Neutral
2023-02-10 14:00:06,"Disney Layoff 7,000 As Embattled House Of Mouse Announces Restructure",Negative
2023-02-10 15:07:45,A Stock Picker’s Market?,Neutral
2023-02-10 15:30:00,The Rise Of Streaming: Unleashing A Growing Appetite For Animation And Diverse Storytelling,Positive
2023-02-10 15:32:52,"Middle market CFOs face revenue, spending dichotomy: study",Neutral
2023-02-10 19:10:00,Peltz’s Disney Bet Makes More Than $150 Million in Three Months,Positive
2023-02-10 19:54:00,Florida governor assumes control over Disney district board,Neutral
2023-02-10 20:54:00,How Salvador Dalí Built His Brand,Neutral
2023-02-10 21:00:00,The 40 Best Movies on Netflix This Week,Neutral
2023-02-10 21:15:00,Disney Special Tax-District Bill Is Approved by Florida Senate,Neutral
2023-02-10 21:47:58,Florida to place leadership of Disney's special operating district under DeSantis' control,Neutral
2023-02-10 21:55:03,Florida governor assumes control over Disney district board,Neutral
2023-02-10 22:24:10,Clock Ticking Louder on a Stock Rally the Pros Never Believed In,Negative
2023-02-10 22:53:08,Morning Bid: China CPI spy,Neutral
2023-02-10 23:23:04,"China ‘Stakes Couldn’t Be Higher’, Deputy Secretary Of State Warns Senate",Neutral
