,DIS,processed_text,bert_sentiment
2023-01-17 15:38:45,"Jim Cramer’s top 10 things to watch in the market Tuesday: Morgan Stanley beat, Goldman Sachs miss, Estee Lauder boost",jim cramers top things watch market tuesday morgan stanley beat goldman sachs miss estee lauder boost,Positive
2023-01-17 16:38:05,Disney+ releases full trailer for ‘The Mandalorian’ Season 3,disney releases full trailer mandalorian season,Positive
2023-01-17 17:02:33,A lot of people hide their cancer diagnosis from their bosses. These companies aim to change that,lot people hide cancer diagnosis bosses companies aim change,Negative
2023-01-17 17:56:44,"YouTube confirms a test of a new hub for free, ad-supported streaming channels",youtube confirms test new hub free adsupported streaming channels,Positive
2023-01-17 17:59:43,"Disney slams activist Peltz amid proxy fight, defends Iger track record",disney slams activist peltz amid proxy fight defends iger track record,Negative
2023-01-17 19:14:14,Din Djarin seeks forgiveness for his sins in The Mandalorian S3 trailer,din djarin seeks forgiveness sins mandalorian trailer,Positive
2023-01-17 19:15:16,"Disney Defends Board, CEO Robert Iger Against Nelson Peltz’s Criticisms",disney defends board ceo robert iger nelson peltzs criticisms,Negative
2023-01-17 19:21:04,Disney: Activist investor Peltz lacks ‘skills and experience’ for board seat,disney activist investor peltz lacks skills experience board seat,Negative
2023-01-17 19:22:04,"Recession or not, Wall Street still expects inflation to produce record profit margins, with more on the way",recession wall street still expects inflation produce record profit margins way,Negative
2023-01-17 20:11:10,Streaming TV Is Only Going to Get More Expensive From Here,streaming tv going get expensive,Neutral
2023-01-17 20:32:52,"Wendy’s new capital allocation strategy leaves room for upside, could reduce debt",wendys new capital allocation strategy leaves room upside could reduce debt,Positive
2023-01-17 20:36:01,Disney says Peltz 'lacks skills' to help business as proxy battle heats up,disney says peltz lacks skills help business proxy battle heats,Negative
2023-01-17 20:53:04,SEC Comes for Gemini Too Late,sec comes gemini late,Negative
2023-01-17 21:51:34,Fire of Love revisits tragedy of French volcanologists who died in 1991,fire love revisits tragedy french volcanologists died,Positive
2023-01-17 22:11:52,Ousted Disney CEO Bob Chapek will get $20 million exit pay,ousted disney ceo bob chapek get million exit pay,Negative
2023-01-18 00:20:17,"'Avatar' sequel, AI horror hit charge forward at holiday box office",avatar sequel ai horror hit charge forward holiday box office,Positive
2023-01-18 00:21:57,Perjury trial looms for Baltimore’s former top prosecutor,perjury trial looms baltimores former top prosecutor,Positive
2023-01-18 00:22:51,2023 Uca & Uda College Cheerleading And Dance Team National Championship Honors Top Teams,uca uda college cheerleading dance team national championship honors top teams,Positive
2023-01-18 07:50:20,"China lets Marvel movies back in, sets dates for Black Panther, Ant-Man sequels",china lets marvel movies back sets dates black panther antman sequels,Positive
2023-01-18 11:18:50,Over 200 millionaires urge Davos elite to up taxes on the ultra-rich,millionaires urge davos elite taxes ultrarich,Negative
2023-01-18 14:40:17,Random Games unveils new set of NFTs for Unioverse game,random games unveils new set nfts unioverse game,Positive
2023-01-18 18:58:57,Zack Snyder’s ‘Rebel Moon’ is set to arrive on Netflix in December,zack snyders rebel moon set arrive netflix december,Positive
2023-01-18 21:19:32,"Disney slams Peltz for lack of media experience, but its board is light on it, too",disney slams peltz lack media experience board light,Neutral
2023-01-18 22:17:30,"Marvel movies are set to return to China, but Covid could weigh on ticket sales",marvel movies set return china covid could weigh ticket sales,Neutral
2023-01-19 01:57:35,Chippendales: The Indian whose US strip club empire ended with a murder,chippendales indian whose us strip club empire ended murder,Negative
2023-01-19 09:04:26,Marvel movies are returning to China after almost four years,marvel movies returning china almost four years,Negative
2023-01-19 17:00:22,On CRM: The Inconvenient Truth About Salesforce,crm inconvenient truth salesforce,Negative
2023-01-19 17:21:48,"Sling TV’s subscriber base continues to tank, loses over 75K subs in Q4",sling tvs subscriber base continues tank loses subs,Negative
2023-01-19 21:53:00,Former Disney CEO Has $20 Million 'Golden Parachute',former disney ceo million golden parachute,Positive
2023-01-19 22:50:39,"Netflix’s 4Q subscribers surge, long-time CEO passes baton",netflixs subscribers surge longtime ceo passes baton,Negative
2023-01-19 23:04:32,Netflix Earnings Takeaway: New Ad-Supported Tier Is A Hit,netflix earnings takeaway new adsupported tier hit,Positive
2023-01-19 23:10:38,Netflix co-founder Hastings steps down as CEO as company adds subscribers,netflix cofounder hastings steps ceo company adds subscribers,Negative
2023-01-19 23:30:47,"In the fight against slowing growth, Netflix and its rivals are all in this together",fight slowing growth netflix rivals together,Positive
2023-01-20 01:19:39,"With A Strong Earnings Report, Netflix Readies For The 2022-23 Upfront",strong earnings report netflix readies upfront,Positive
2023-01-20 01:37:52,Netflix’s paid password sharing to roll out ‘more broadly’ in the coming months,netflixs paid password sharing roll broadly coming months,Positive
2023-01-20 08:03:41,Netflix and Disney+ ad-supported tiers are not that attractive,netflix disney adsupported tiers attractive,Neutral
2023-01-20 10:58:02,Netflix: Reed Hastings steps down but subscribers jump,netflix reed hastings steps subscribers jump,Negative
2023-01-20 15:38:55,China’s Movie Censorship: ‘Black Panther’ And ‘Ant Man’ Sequels Approved After Past Marvel Films—And ‘Top Gun’—Were Banned,chinas movie censorship black panther ant man sequels approved past marvel filmsand top gunwere banned,Negative
2023-01-20 16:16:21,How (and where) to watch the AP Top 25 Movies online,watch ap top movies online,Positive
2023-01-20 16:23:28,Ron DeSantis government bans new advanced African American history course,ron desantis government bans new advanced african american history course,Negative
2023-01-20 16:23:53,"I Worked at Disney World, Here's What I'd Never Buy",worked disney world would never buy,Negative
2023-01-20 17:02:50,"Rejecting AP Studies, Restricting Libraries: Here’s How DeSantis And His ‘Anti-Woke’ Policies Are Impacting Florida Education",rejecting ap studies restricting libraries heres desantis antiwoke policies impacting florida education,Negative
2023-01-20 17:48:12,Who is Shou Zi Chew? Mounting scrutiny on TikTok could put new spotlight on its CEO,shou zi chew mounting scrutiny tiktok could put new spotlight ceo,Neutral
2023-01-20 18:00:00,Why Does AI Art Look Like a ’70s Prog-Rock Album Cover?,ai art look like progrock album cover,Negative
2023-01-20 20:30:37,Lawsuit claims woman’s death stemmed from Disneyland fall,lawsuit claims womans death stemmed disneyland fall,Negative
2023-01-20 21:57:47,Netflix 3.0 Is Coming,netflix coming,Negative
2023-01-20 23:01:28,Japan was the future but it's stuck in the past,japan future stuck past,Neutral
2023-01-21 15:00:01,'M3gan' is setting the stage for a big year for horror movies at the box office,mgan setting stage big year horror movies box office,Positive
2023-01-21 16:19:05,India blocks YouTube videos and Twitter posts on BBC Modi documentary,india blocks youtube videos twitter posts bbc modi documentary,Negative
2023-01-21 19:10:00,Reinventing search now could break Google’s monopoly in the future,reinventing search could break googles monopoly future,Negative
2023-01-21 22:15:26,The Internet Loves The Absurd Lies Of George Santos,internet loves absurd lies george santos,Positive
2023-01-22 05:01:58,Disenchanment at Disney amidst governance crisis,disenchanment disney amidst governance crisis,Negative
2023-01-22 17:34:32,'Avatar: The Way of Water' tops $2 billion at the global box office,avatar way water tops billion global box office,Positive
2023-01-22 17:46:00,‘Avatar: The Way Of Water’ Crosses $2 Billion In Box Office Sales After Six Weeks,avatar way water crosses billion box office sales six weeks,Negative
2023-01-23 06:01:00,A Pessimist’s Guide to Embracing Positivity,pessimists guide embracing positivity,Negative
2023-01-23 09:00:12,Razzie nominations: Marilyn Monroe biopic Blonde leads with eight,razzie nominations marilyn monroe biopic blonde leads eight,Positive
2023-01-23 09:35:00,4 Ways Every Corporation Can Innovate Like A Startup,ways every corporation innovate like startup,Positive
2023-01-23 13:00:00,The Internet Is Breeding Hordes of Adult Bluey Fans,internet breeding hordes adult bluey fans,Positive
2023-01-23 13:14:08,5 things to know before the stock market opens Monday,things know stock market opens monday,Positive
2023-01-23 13:52:42,Ordered Back To The Office? 5 Reasons To Feel Better About It,ordered back office reasons feel better,Negative
2023-01-23 14:00:00,"Inside ‘The Walking Dead,’ ‘Invincible’ Owner Skybound Entertainment’s $75 Million Public Equity Campaign",inside walking dead invincible owner skybound entertainments million public equity campaign,Positive
2023-01-23 16:19:00,Amazon Prime (Barely) Beat Netflix As Top Streamer For Q4 2022,amazon prime barely beat netflix top streamer,Positive
2023-01-23 17:01:32,Disney’s Splash Mountain Takes Final Lap After Controversial Past,disneys splash mountain takes final lap controversial past,Positive
2023-01-23 19:27:39,How Apple’s Upcoming Mixed-Reality Headset Will Work,apples upcoming mixedreality headset work,Positive
2023-01-23 20:50:20,The short and very lucrative career of one former Disney PR boss,short lucrative career one former disney pr boss,Positive
2023-01-23 23:10:09,Commentary: Smartphones? They’re so very 2022,commentary smartphones theyre,Negative
2023-01-24 00:08:00,Splash Mountain water is for sale on eBay. The asking price for H2O from Disney’s shuttered ride? $100-plus.,splash mountain water sale ebay asking price ho disneys shuttered ride plus,Negative
2023-01-24 00:28:57,"Arte Moreno takes Angels off market, will continue as owner",arte moreno takes angels market continue owner,Positive
2023-01-24 00:57:15,Nic Novicki Celebrates A Decade Of The Easterseals Disability Film Challenge,nic novicki celebrates decade easterseals disability film challenge,Positive
2023-01-24 02:14:16,"This guy made $150,000 a day, because Corporate America is out of control",guy made day corporate america control,Negative
2023-01-24 05:13:00,Pamela Anderson's New Netflix Documentary Reveals Some Surprising Secrets,pamela anderson new netflix documentary reveals surprising secrets,Positive
2023-01-24 12:27:01,Live Nation exec will face lawmakers about Taylor Swift concert tickets fiasco,live nation exec face lawmakers taylor swift concert tickets fiasco,Negative
2023-01-24 12:44:00,"How a money drain in 2023 could upset the banks again and cause another market meltdown, investor warns",money drain could upset banks cause another market meltdown investor warns,Negative
2023-01-24 13:00:00,"Robert Iger, Henry Kravis to Buy Minority Stake in Thrive Capital",robert iger henry kravis buy minority stake thrive capital,Negative
2023-01-24 15:00:00,The Job Market for Remote Workers Is Shrinking,job market remote workers shrinking,Negative
2023-01-24 16:43:49,Netflix’s ‘All Quiet on the Western Front’ is among the most-nominated Oscar films,netflixs quiet western front among mostnominated oscar films,Positive
2023-01-24 17:34:20,Amazon scores one Oscar nomination; Netflix war drama is streaming leader with nine nods,amazon scores one oscar nomination netflix war drama streaming leader nine nods,Positive
